PMID	Journal	Title	Abstract	Year	URL
20595679	J Am Soc Nephrol	HLA has strongest association with IgA nephropathy in genome-wide analysis.	Demographic and family studies support the existence of a genetic contribution to the pathogenesis of IgA nephropathy, but results from genetic association studies of candidate genes are inconsistent. To systematically survey common genetic variation in this disease, we performed a genome-wide analysis in a cohort of patients with IgA nephropathy selected from the UK Glomerulonephritis DNA Bank. We used two groups of controls: parents of affected individuals and previously genotyped, unaffected, ancestry-matched individuals from the 1958 British Birth Cohort and the UK Blood Service. We genotyped 914 affected or family controls for 318,127 single nucleotide polymorphisms (SNPs). Filtering for low genotype call rates and inferred non-European ancestry left 533 genotyped individuals (187 affected children) for the family-based association analysis and 244 cases and 4980 controls for the case-control analysis. A total of 286,200 SNPs with call rates >95% were available for analysis. Genome-wide analysis showed a strong signal of association on chromosome 6p in the region of the MHC (P = 1 × 10(-9)). The two most strongly associated SNPs showed consistent association in both family-based and case-control analyses. HLA imputation analysis showed that the strongest association signal arose from a combination of DQ loci with some support for an independent HLA-B signal. These results suggest that the HLA region contains the strongest common susceptibility alleles that predispose to IgA nephropathy in the European population.	2010	https://ncbi.nlm.nih.gov/pubmed/20595679
17434096	Lancet Neurol	A genome-wide genotyping study in patients with ischaemic stroke: initial analysis and data release.	"BACKGROUND: Despite evidence of a genetic role in stroke, the identification of common genetic risk factors for this devastating disorder remains problematic. We aimed to identify any common genetic variability exerting a moderate to large effect on risk of ischaemic stroke, and to generate publicly available genome-wide genotype data to facilitate others doing the same.
METHODS: We applied a genome-wide high-density single-nucleotide-polymorphism (SNP) genotyping approach to a cohort of samples with and without ischaemic stroke (n=278 and 275, respectively), and did an association analysis adjusted for known confounders in a final cohort of 249 cases and 268 controls. More than 400,000 unique SNPs were assayed.
FINDINGS: We produced more than 200 million genotypes in 553 unique participants. The raw genotypes of all the controls have been posted publicly in a previous study of Parkinson's disease. From this effort, results of genotype and allele association tests have been publicly posted for 88% of stroke patients who provided proper consent for public release. Preliminary analysis of these data did not reveal any single locus conferring a large effect on risk for ischaemic stroke.
INTERPRETATION: The data generated here comprise the first phase of a genome-wide association analysis in patients with stroke. Release of phase I results generated in these publicly available samples from each consenting individual makes this dataset a valuable resource for data-mining and augmentation."	2007	https://ncbi.nlm.nih.gov/pubmed/17434096
23143596	Nat Genet	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	Using the Immunochip custom SNP array, which was designed for dense genotyping of 186 loci identified through genome-wide association studies (GWAS), we analyzed 11,475 individuals with rheumatoid arthritis (cases) of European ancestry and 15,870 controls for 129,464 markers. We combined these data in a meta-analysis with GWAS data from additional independent cases (n = 2,363) and controls (n = 17,872). We identified 14 new susceptibility loci, 9 of which were associated with rheumatoid arthritis overall and five of which were specifically associated with disease that was positive for anticitrullinated peptide antibodies, bringing the number of confirmed rheumatoid arthritis risk loci in individuals of European ancestry to 46. We refined the peak of association to a single gene for 19 loci, identified secondary independent effects at 6 loci and identified association to low-frequency variants at 4 loci. Bioinformatic analyses generated strong hypotheses for the causal SNP at seven loci. This study illustrates the advantages of dense SNP mapping analysis to inform subsequent functional investigations.	2012	https://ncbi.nlm.nih.gov/pubmed/23143596
22978509	Alcohol Clin Exp Res	Convergence of genome-wide association and candidate gene studies for alcoholism.	"BACKGROUND: Genome-wide association (GWA) studies have led to a paradigm shift in how researchers study the genetics underlying disease. Many GWA studies are now publicly available and can be used to examine whether or not previously proposed candidate genes are supported by GWA data. This approach is particularly important for the field of alcoholism because the contribution of many candidate genes remains controversial.
METHODS: Using the Human Genome Epidemiology (HuGE) Navigator, we selected candidate genes for alcoholism that have been frequently examined in scientific articles in the past decade. Specific candidate loci as well as all the reported single nucleotide polymorphisms (SNPs) in candidate genes were examined in the Study of Addiction: Genetics and Environment (SAGE), a GWA study comparing alcohol-dependent and nondependent subjects.
RESULTS: Several commonly reported candidate loci, including rs1800497 in DRD2, rs698 in ADH1C, rs1799971 in OPRM1, and rs4680 in COMT, are not replicated in SAGE (p > 0.05). Among candidate loci available for analysis, only rs279858 in GABRA2 (p = 0.0052, OR = 1.16) demonstrated a modest association. Examination of all SNPs reported in SAGE in over 50 candidate genes revealed no SNPs with large frequency differences between cases and controls, and the lowest p-value of any SNP was 0.0006.
CONCLUSIONS: We provide evidence that several extensively studied candidate loci do not have a strong contribution to risk of developing alcohol dependence in European and African ancestry populations. Owing to the lack of coverage, we were unable to rule out the contribution of other variants, and these genes and particular loci warrant further investigation. Our analysis demonstrates that publicly available GWA results can be used to better understand which if any of previously proposed candidate genes contribute to disease. Furthermore, we illustrate how examining the convergence of candidate gene and GWA studies can help elucidate the genetic architecture of alcoholism and more generally complex diseases."	2012	https://ncbi.nlm.nih.gov/pubmed/22978509
31000673	Eur Respir J	A genome-wide association study implicates NR2F2 in lymphangioleiomyomatosis pathogenesis.	"INTRODUCTION: Lymphangioleiomyomatosis (LAM) occurs either associated with tuberous sclerosis complex (TSC) or as sporadic disease (S-LAM). Risk factors for development of S-LAM are unknown. We hypothesised that DNA sequence variants outside of 
METHODS: Genotyped and imputed data on 5 426 936 single nucleotide polymorphisms (SNPs) in 426 S-LAM subjects were compared, using conditional logistic regression, with similar data from 852 females from COPDGene in a matched case-control design. For replication studies, genotypes for 196 non-Hispanic White female S-LAM subjects were compared with three different sets of controls. RNA sequencing and immunohistochemistry analyses were also performed.
RESULTS: Two noncoding genotyped SNPs met genome-wide significance: rs4544201 and rs2006950 (p=4.2×10
CONCLUSIONS: SNPs on chromosome 15q26.2 are associated with S-LAM, and chromatin and expression data suggest that this association may occur through effects on "	2019	https://ncbi.nlm.nih.gov/pubmed/31000673
32231244	Nat Commun	The genetic architecture of membranous nephropathy and its potential to improve non-invasive diagnosis.	Membranous Nephropathy (MN) is a rare autoimmune cause of kidney failure. Here we report a genome-wide association study (GWAS) for primary MN in 3,782 cases and 9,038 controls of East Asian and European ancestries. We discover two previously unreported loci, NFKB1 (﻿rs230540, OR = 1.25, P = 3.4 × 10	2020	https://ncbi.nlm.nih.gov/pubmed/32231244
34262104	NPJ Precis Oncol	TCERG1L allelic variation is associated with cisplatin-induced hearing loss in childhood cancer, a PanCareLIFE study.	In children with cancer, the heterogeneity in ototoxicity occurrence after similar treatment suggests a role for genetic susceptibility. Using a genome-wide association study (GWAS) approach, we identified a genetic variant in TCERG1L (rs893507) to be associated with hearing loss in 390 non-cranial irradiated, cisplatin-treated children with cancer. These results were replicated in two independent, similarly treated cohorts (n = 192 and 188, respectively) (combined cohort: P = 5.3 × 10	2021	https://ncbi.nlm.nih.gov/pubmed/34262104
33536424	Nat Commun	Identification of 38 novel loci for systemic lupus erythematosus and genetic heterogeneity between ancestral groups.	Systemic lupus erythematosus (SLE), a worldwide autoimmune disease with high heritability, shows differences in prevalence, severity and age of onset among different ancestral groups. Previous genetic studies have focused more on European populations, which appear to be the least affected. Consequently, the genetic variations that underlie the commonalities, differences and treatment options in SLE among ancestral groups have not been well elucidated. To address this, we undertake a genome-wide association study, increasing the sample size of Chinese populations to the level of existing European studies. Thirty-eight novel SLE-associated loci and incomplete sharing of genetic architecture are identified. In addition to the human leukocyte antigen (HLA) region, nine disease loci show clear ancestral differences and implicate antibody production as a potential mechanism for differences in disease manifestation. Polygenic risk scores perform significantly better when trained on ancestry-matched data sets. These analyses help to reveal the genetic basis for disparities in SLE among ancestral groups.	2021	https://ncbi.nlm.nih.gov/pubmed/33536424
17998437	Arch Neurol	Candidate single-nucleotide polymorphisms from a genomewide association study of Alzheimer disease.	"OBJECTIVE: To identify single-nucleotide polymorphisms (SNPs) associated with risk and age at onset of Alzheimer disease (AD) in a genomewide association study of 469 438 SNPs.
DESIGN: Case-control study with replication.
SETTING: Memory referral clinics in Canada and the United Kingdom.
PARTICIPANTS: The hypothesis-generating data set consisted of 753 individuals with AD by National Institute of Neurological and Communicative Diseases and Stroke/Alzheimer's Disease and Related Disorders Association criteria recruited from 9 memory referral clinics in Canada and 736 ethnically matched control subjects; control subjects were recruited from nonbiological relatives, friends, or spouses of the patients and did not exhibit cognitive impairment by history or cognitive testing. The follow-up data set consisted of 418 AD cases and 249 nondemented control cases from the United Kingdom Medical Research Council Genetic Resource for Late-Onset AD recruited from clinics at Cardiff University, Cardiff, Wales, and King's College London, London, England.
MAIN OUTCOME MEASURES: Odds ratios and 95% confidence intervals for association of SNPs with AD by logistic regression adjusted for age, sex, education, study site, and French Canadian ancestry (for the Canadian data set). Hazard ratios and 95% confidence intervals from Cox proportional hazards regression for age at onset with similar covariate adjustments.
RESULTS: Unadjusted, SNP RS4420638 within APOC1 was strongly associated with AD due entirely to linkage disequilibrium with APOE. In the multivariable adjusted analyses, 3 SNPs within the top 120 by P value in the logistic analysis and 1 in the Cox analysis of the Canadian data set provided additional evidence for association at P< .05 within the United Kingdom Medical Research Council data set: RS7019241 (GOLPH2), RS10868366 (GOLPH2), RS9886784 (chromosome 9), and RS10519262 (intergenic between ATP8B4 and SLC27A2).
CONCLUSIONS: Our genomewide association analysis again identified the APOE linkage disequilibrium region as the strongest genetic risk factor for AD. This could be a consequence of the coevolution of more than 1 susceptibility allele, such as APOC1, in this region. We also provide new evidence for additional candidate genetic risk factors for AD that can be tested in further studies."	2008	https://ncbi.nlm.nih.gov/pubmed/17998437
29452408	Hum Mol Genet	Genome-wide association study identifies seven novel susceptibility loci for primary open-angle glaucoma.	Primary open-angle glaucoma (POAG) is the leading cause of irreversible blindness worldwide for which 15 disease-associated loci had been discovered. Among them, only 5 loci have been associated with POAG in Asians. We carried out a genome-wide association study and a replication study that included a total of 7378 POAG cases and 36 385 controls from a Japanese population. After combining the genome-wide association study and the two replication sets, we identified 11 POAG-associated loci, including 4 known (CDKN2B-AS1, ABCA1, SIX6 and AFAP1) and 7 novel loci (FNDC3B, ANKRD55-MAP3K1, LMX1B, LHPP, HMGA2, MEIS2 and LOXL1) at a genome-wide significance level (P < 5.0×10-8), bringing the total number of POAG-susceptibility loci to 22. The 7 novel variants were subsequently evaluated in a multiethnic population comprising non-Japanese East Asians (1008 cases, 591 controls), Europeans (5008 cases, 35 472 controls) and Africans (2341 cases, 2037 controls). The candidate genes located within the new loci were related to ocular development (LMX1B, HMGA2 and MAP3K1) and glaucoma-related phenotypes (FNDC3B, LMX1B and LOXL1). Pathway analysis suggested epidermal growth factor receptor signaling might be involved in POAG pathogenesis. Genetic correlation analysis revealed the relationships between POAG and systemic diseases, including type 2 diabetes and cardiovascular diseases. These results improve our understanding of the genetic factors that affect the risk of developing POAG and provide new insight into the genetic architecture of POAG in Asians.	2018	https://ncbi.nlm.nih.gov/pubmed/29452408
32499647	Nature	Identification of type 2 diabetes loci in 433,540 East Asian individuals.	Meta-analyses of genome-wide association studies (GWAS) have identified more than 240 loci that are associated with type 2 diabetes (T2D)	2020	https://ncbi.nlm.nih.gov/pubmed/32499647
23894154	J Clin Endocrinol Metab	Genome-wide association study on differentiated thyroid cancer.	"CONTEXT: Genome-wide association studies (GWASs) of differentiated thyroid cancer (DTC) have identified associations with polymorphisms at 2q35 (DIRC3), 8p12 (NRG1), 9q22.33 (FOXE1), and 14q13.2 (NKX2-1). However, most of the inherited genetic risk factors of DTC remain to be discovered.
OBJECTIVE: Our objective was to identify additional common DTC susceptibility loci.
DESIGN: We conducted a GWAS in a high-incidence Italian population of 690 cases and 497 controls and followed up the most significant polymorphisms in 2 additional Italian series and in 3 low-incidence populations totaling 2958 cases and 3727 controls.
RESULTS: After excluding the most robust previously identified locus (9q22.33), the strongest association was shown by rs6759952, confirming the recently published association in DIRC3 (odds ratio [OR] = 1.21, P = 6.4 × 10(-10), GWAS and all replications combined). Additionally, in the combined analysis of the Italian series, suggestive associations were attained with rs10238549 and rs7800391 in IMMP2L (OR = 1.27, P = 4.1 × 10(-6); and OR = 1.25, P = 5.7 × 10(-6)), rs7617304 in RARRES1 (OR = 1.25, P = 4.6 × 10(-5)) and rs10781500 in SNAPC4/CARD9 (OR = 1.23, P = 3.5 × 10(-5)).
CONCLUSIONS: Our findings provide additional insights into the genetic and biological basis of inherited genetic susceptibility to DTC. Additional studies are needed to determine the role of the identified polymorphisms in the development of DTC and their possible use in the clinical practice."	2013	https://ncbi.nlm.nih.gov/pubmed/23894154
22961000	Nat Genet	Dense fine-mapping study identifies new susceptibility loci for primary biliary cirrhosis.	We genotyped 2,861 cases of primary biliary cirrhosis (PBC) from the UK PBC Consortium and 8,514 UK population controls across 196,524 variants within 186 known autoimmune risk loci. We identified 3 loci newly associated with PBC (at P<5×10(-8)), increasing the number of known susceptibility loci to 25. The most associated variant at 19p12 is a low-frequency nonsynonymous SNP in TYK2, further implicating JAK-STAT and cytokine signaling in disease pathogenesis. An additional five loci contained nonsynonymous variants in high linkage disequilibrium (LD; r2>0.8) with the most associated variant at the locus. We found multiple independent common, low-frequency and rare variant association signals at five loci. Of the 26 independent non-human leukocyte antigen (HLA) signals tagged on the Immunochip, 15 have SNPs in B-lymphoblastoid open chromatin regions in high LD (r2>0.8) with the most associated variant. This study shows how data from dense fine-mapping arrays coupled with functional genomic data can be used to identify candidate causal variants for functional follow-up.	2012	https://ncbi.nlm.nih.gov/pubmed/22961000
23749187	Nat Genet	Identification of multiple risk variants for ankylosing spondylitis through high-density genotyping of immune-related loci.	Ankylosing spondylitis is a common, highly heritable inflammatory arthritis affecting primarily the spine and pelvis. In addition to HLA-B*27 alleles, 12 loci have previously been identified that are associated with ankylosing spondylitis in populations of European ancestry, and 2 associated loci have been identified in Asians. In this study, we used the Illumina Immunochip microarray to perform a case-control association study involving 10,619 individuals with ankylosing spondylitis (cases) and 15,145 controls. We identified 13 new risk loci and 12 additional ankylosing spondylitis-associated haplotypes at 11 loci. Two ankylosing spondylitis-associated regions have now been identified encoding four aminopeptidases that are involved in peptide processing before major histocompatibility complex (MHC) class I presentation. Protective variants at two of these loci are associated both with reduced aminopeptidase function and with MHC class I cell surface expression.	2013	https://ncbi.nlm.nih.gov/pubmed/23749187
34594039	Nat Genet	A cross-population atlas of genetic associations for 220 human phenotypes.	Current genome-wide association studies do not yet capture sufficient diversity in populations and scope of phenotypes. To expand an atlas of genetic associations in non-European populations, we conducted 220 deep-phenotype genome-wide association studies (diseases, biomarkers and medication usage) in BioBank Japan (n = 179,000), by incorporating past medical history and text-mining of electronic medical records. Meta-analyses with the UK Biobank and FinnGen (n	2021	https://ncbi.nlm.nih.gov/pubmed/34594039
28240269	Nat Commun	Connecting genetic risk to disease end points through the human blood plasma proteome.	Genome-wide association studies (GWAS) with intermediate phenotypes, like changes in metabolite and protein levels, provide functional evidence to map disease associations and translate them into clinical applications. However, although hundreds of genetic variants have been associated with complex disorders, the underlying molecular pathways often remain elusive. Associations with intermediate traits are key in establishing functional links between GWAS-identified risk-variants and disease end points. Here we describe a GWAS using a highly multiplexed aptamer-based affinity proteomics platform. We quantify 539 associations between protein levels and gene variants (pQTLs) in a German cohort and replicate over half of them in an Arab and Asian cohort. Fifty-five of the replicated pQTLs are located in trans. Our associations overlap with 57 genetic risk loci for 42 unique disease end points. We integrate this information into a genome-proteome network and provide an interactive web-tool for interrogations. Our results provide a basis for novel approaches to pharmaceutical and diagnostic applications.	2017	https://ncbi.nlm.nih.gov/pubmed/28240269
33462482	Nat Genet	Genome-wide association study in 8,956 German individuals identifies influence of ABO histo-blood groups on gut microbiome.	The intestinal microbiome is implicated as an important modulating factor in multiple inflammatory	2021	https://ncbi.nlm.nih.gov/pubmed/33462482
29875488	Nature	Genomic atlas of the human plasma proteome.	Although plasma proteins have important roles in biological processes and are the direct targets of many drugs, the genetic factors that control inter-individual variation in plasma protein levels are not well understood. Here we characterize the genetic architecture of the human plasma proteome in healthy blood donors from the INTERVAL study. We identify 1,927 genetic associations with 1,478 proteins, a fourfold increase on existing knowledge, including trans associations for 1,104 proteins. To understand the consequences of perturbations in plasma protein levels, we apply an integrated approach that links genetic variation with biological pathway, disease, and drug databases. We show that protein quantitative trait loci overlap with gene expression quantitative trait loci, as well as with disease-associated loci, and find evidence that protein biomarkers have causal roles in disease using Mendelian randomization analysis. By linking genetic factors to diseases via specific proteins, our analyses highlight potential therapeutic targets, opportunities for matching existing drugs with new disease indications, and potential safety concerns for drugs under development.	2018	https://ncbi.nlm.nih.gov/pubmed/29875488
30305740	Nature	Genome-wide association studies of brain imaging phenotypes in UK Biobank.	The genetic architecture of brain structure and function is largely unknown. To investigate this, we carried out genome-wide association studies of 3,144 functional and structural brain imaging phenotypes from UK Biobank (discovery dataset 8,428 subjects). Here we show that many of these phenotypes are heritable. We identify 148 clusters of associations between single nucleotide polymorphisms and imaging phenotypes that replicate at P < 0.05, when we would expect 21 to replicate by chance. Notable significant, interpretable associations include: iron transport and storage genes, related to magnetic susceptibility of subcortical brain tissue; extracellular matrix and epidermal growth factor genes, associated with white matter micro-structure and lesions; genes that regulate mid-line axon development, associated with organization of the pontine crossing tract; and overall 17 genes involved in development, pathway signalling and plasticity. Our results provide insights into the genetic architecture of the brain that are relevant to neurological and psychiatric disorders, brain development and ageing.	2018	https://ncbi.nlm.nih.gov/pubmed/30305740
24816252	Nat Genet	An atlas of genetic influences on human blood metabolites.	Genome-wide association scans with high-throughput metabolic profiling provide unprecedented insights into how genetic variation influences metabolism and complex disease. Here we report the most comprehensive exploration of genetic loci influencing human metabolism thus far, comprising 7,824 adult individuals from 2 European population studies. We report genome-wide significant associations at 145 metabolic loci and their biochemical connectivity with more than 400 metabolites in human blood. We extensively characterize the resulting in vivo blueprint of metabolism in human blood by integrating it with information on gene expression, heritability and overlap with known loci for complex disorders, inborn errors of metabolism and pharmacological targets. We further developed a database and web-based resources for data mining and results visualization. Our findings provide new insights into the role of inherited variation in blood metabolic diversity and identify potential new opportunities for drug development and for understanding disease.	2014	https://ncbi.nlm.nih.gov/pubmed/24816252
25772697	Cell	The genetic architecture of the human immune system: a bioresource for autoimmunity and disease pathogenesis.	Despite recent discoveries of genetic variants associated with autoimmunity and infection, genetic control of the human immune system during homeostasis is poorly understood. We undertook a comprehensive immunophenotyping approach, analyzing 78,000 immune traits in 669 female twins. From the top 151 heritable traits (up to 96% heritable), we used replicated GWAS to obtain 297 SNP associations at 11 genetic loci, explaining up to 36% of the variation of 19 traits. We found multiple associations with canonical traits of all major immune cell subsets and uncovered insights into genetic control for regulatory T cells. This data set also revealed traits associated with loci known to confer autoimmune susceptibility, providing mechanistic hypotheses linking immune traits with the etiology of disease. Our data establish a bioresource that links genetic control elements associated with normal immune traits to common autoimmune and infectious diseases, providing a shortcut to identifying potential mechanisms of immune-related diseases.	2015	https://ncbi.nlm.nih.gov/pubmed/25772697
33067605	Nat Metab	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Circulating proteins are vital in human health and disease and are frequently used as biomarkers for clinical decision-making or as targets for pharmacological intervention. Here, we map and replicate protein quantitative trait loci (pQTL) for 90 cardiovascular proteins in over 30,000 individuals, resulting in 451 pQTLs for 85 proteins. For each protein, we further perform pathway mapping to obtain trans-pQTL gene and regulatory designations. We substantiate these regulatory findings with orthogonal evidence for trans-pQTLs using mouse knockdown experiments (ABCA1 and TRIB1) and clinical trial results (chemokine receptors CCR2 and CCR5), with consistent regulation. Finally, we evaluate known drug targets, and suggest new target candidates or repositioning opportunities using Mendelian randomization. This identifies 11 proteins with causal evidence of involvement in human disease that have not previously been targeted, including EGF, IL-16, PAPPA, SPON1, F3, ADM, CASP-8, CHI3L1, CXCL16, GDF15 and MMP-12. Taken together, these findings demonstrate the utility of large-scale mapping of the genetics of the proteome and provide a resource for future precision studies of circulating proteins in human health.	2020	https://ncbi.nlm.nih.gov/pubmed/33067605
32929287	Nat Genet	Complex genetic signatures in immune cells underlie autoimmunity and inform therapy.	We report on the influence of ~22 million variants on 731 immune cell traits in a cohort of 3,757 Sardinians. We detected 122 significant (P < 1.28 × 10	2020	https://ncbi.nlm.nih.gov/pubmed/32929287
33303764	Nat Commun	Whole-genome sequencing analysis of the cardiometabolic proteome.	The human proteome is a crucial intermediate between complex diseases and their genetic and environmental components, and an important source of drug development targets and biomarkers. Here, we comprehensively assess the genetic architecture of 257 circulating protein biomarkers of cardiometabolic relevance through high-depth (22.5×) whole-genome sequencing (WGS) in 1328 individuals. We discover 131 independent sequence variant associations (P < 7.45 × 10	2020	https://ncbi.nlm.nih.gov/pubmed/33303764
32641083	Genome Med	Multi-method genome- and epigenome-wide studies of inflammatory protein levels in healthy older adults.	"BACKGROUND: The molecular factors which control circulating levels of inflammatory proteins are not well understood. Furthermore, association studies between molecular probes and human traits are often performed by linear model-based methods which may fail to account for complex structure and interrelationships within molecular datasets.
METHODS: In this study, we perform genome- and epigenome-wide association studies (GWAS/EWAS) on the levels of 70 plasma-derived inflammatory protein biomarkers in healthy older adults (Lothian Birth Cohort 1936; n = 876; Olink® inflammation panel). We employ a Bayesian framework (BayesR+) which can account for issues pertaining to data structure and unknown confounding variables (with sensitivity analyses using ordinary least squares- (OLS) and mixed model-based approaches).
RESULTS: We identified 13 SNPs associated with 13 proteins (n = 1 SNP each) concordant across OLS and Bayesian methods. We identified 3 CpG sites spread across 3 proteins (n = 1 CpG each) that were concordant across OLS, mixed-model and Bayesian analyses. Tagged genetic variants accounted for up to 45% of variance in protein levels (for MCP2, 36% of variance alone attributable to 1 polymorphism). Methylation data accounted for up to 46% of variation in protein levels (for CXCL10). Up to 66% of variation in protein levels (for VEGFA) was explained using genetic and epigenetic data combined. We demonstrated putative causal relationships between CD6 and IL18R1 with inflammatory bowel disease and between IL12B and Crohn's disease.
CONCLUSIONS: Our data may aid understanding of the molecular regulation of the circulating inflammatory proteome as well as causal relationships between inflammatory mediators and disease."	2020	https://ncbi.nlm.nih.gov/pubmed/32641083
33204752	Open Forum Infect Dis	Genetic Determinants of Antibody-Mediated Immune Responses to Infectious Diseases Agents: A Genome-Wide and HLA Association Study.	"BACKGROUND: Infectious diseases are causally related to a large array of noncommunicable diseases (NCDs). Identifying genetic determinants of infections and antibody-mediated immune responses may shed light on this relationship and provide therapeutic targets for drug and vaccine development.
METHODS: We used the UK biobank cohort of up to 10 000 serological measurements of infectious diseases and genome-wide genotyping. We used data on 13 pathogens to define 46 phenotypes: 15 seropositivity case-control phenotypes and 31 quantitative antibody measurement phenotypes. For each of these, we performed genome-wide association studies (GWAS) using the fastGWA linear mixed model package and human leukocyte antigen (HLA) classical allele and amino acid residue associations analyses using Lasso regression for variable selection.
RESULTS: We included a total of 8735 individuals for case-control phenotypes, and an average (range) of 4286 (276-8555) samples per quantitative analysis. Fourteen of the GWAS yielded a genome-wide significant (
CONCLUSIONS: We have identified multiple genetic variants associated with antibody immune response to 13 infections, many of which are biologically plausible therapeutic or vaccine targets. This may help prioritize future research and drug development."	2020	https://ncbi.nlm.nih.gov/pubmed/33204752
29404214	PeerJ	Gene-based association study for lipid traits in diverse cohorts implicates BACE1 and SIDT2 regulation in triglyceride levels.	Plasma lipid levels are risk factors for cardiovascular disease, a leading cause of death worldwide. While many studies have been conducted on lipid genetics, they mainly focus on Europeans and thus their transferability to diverse populations is unclear. We performed SNP- and gene-level genome-wide association studies (GWAS) of four lipid traits in cohorts from Nigeria and the Philippines and compared them to the results of larger, predominantly European meta-analyses. Two previously implicated loci met genome-wide significance in our SNP-level GWAS in the Nigerian cohort, rs34065661 in 	2018	https://ncbi.nlm.nih.gov/pubmed/29404214
26833098	Nat Commun	Genome-wide meta-analysis uncovers novel loci influencing circulating leptin levels.	Leptin is an adipocyte-secreted hormone, the circulating levels of which correlate closely with overall adiposity. Although rare mutations in the leptin (LEP) gene are well known to cause leptin deficiency and severe obesity, no common loci regulating circulating leptin levels have been uncovered. Therefore, we performed a genome-wide association study (GWAS) of circulating leptin levels from 32,161 individuals and followed up loci reaching P<10(-6) in 19,979 additional individuals. We identify five loci robustly associated (P<5 × 10(-8)) with leptin levels in/near LEP, SLC32A1, GCKR, CCNL1 and FTO. Although the association of the FTO obesity locus with leptin levels is abolished by adjustment for BMI, associations of the four other loci are independent of adiposity. The GCKR locus was found associated with multiple metabolic traits in previous GWAS and the CCNL1 locus with birth weight. Knockdown experiments in mouse adipose tissue explants show convincing evidence for adipogenin, a regulator of adipocyte differentiation, as the novel causal gene in the SLC32A1 locus influencing leptin levels. Our findings provide novel insights into the regulation of leptin production by adipose tissue and open new avenues for examining the influence of variation in leptin levels on adiposity and metabolic health.	2016	https://ncbi.nlm.nih.gov/pubmed/26833098
27863252	Cell	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Many common variants have been associated with hematological traits, but identification of causal genes and pathways has proven challenging. We performed a genome-wide association analysis in the UK Biobank and INTERVAL studies, testing 29.5 million genetic variants for association with 36 red cell, white cell, and platelet properties in 173,480 European-ancestry participants. This effort yielded hundreds of low frequency (<5%) and rare (<1%) variants with a strong impact on blood cell phenotypes. Our data highlight general properties of the allelic architecture of complex traits, including the proportion of the heritable component of each blood trait explained by the polygenic signal across different genome regulatory domains. Finally, through Mendelian randomization, we provide evidence of shared genetic pathways linking blood cell indices with complex pathologies, including autoimmune diseases, schizophrenia, and coronary heart disease and evidence suggesting previously reported population associations between blood cell indices and cardiovascular disease may be non-causal.	2016	https://ncbi.nlm.nih.gov/pubmed/27863252
28369058	PLoS Genet	Mapping of 79 loci for 83 plasma protein biomarkers in cardiovascular disease.	Recent advances in highly multiplexed immunoassays have allowed systematic large-scale measurement of hundreds of plasma proteins in large cohort studies. In combination with genotyping, such studies offer the prospect to 1) identify mechanisms involved with regulation of protein expression in plasma, and 2) determine whether the plasma proteins are likely to be causally implicated in disease. We report here the results of genome-wide association (GWA) studies of 83 proteins considered relevant to cardiovascular disease (CVD), measured in 3,394 individuals with multiple CVD risk factors. We identified 79 genome-wide significant (p<5e-8) association signals, 55 of which replicated at P<0.0007 in separate validation studies (n = 2,639 individuals). Using automated text mining, manual curation, and network-based methods incorporating information on expression quantitative trait loci (eQTL), we propose plausible causal mechanisms for 25 trans-acting loci, including a potential post-translational regulation of stem cell factor by matrix metalloproteinase 9 and receptor-ligand pairs such as RANK-RANK ligand. Using public GWA study data, we further evaluate all 79 loci for their causal effect on coronary artery disease, and highlight several potentially causal associations. Overall, a majority of the plasma proteins studied showed evidence of regulation at the genetic level. Our results enable future studies of the causal architecture of human disease, which in turn should aid discovery of new drug targets.	2017	https://ncbi.nlm.nih.gov/pubmed/28369058
29500382	Nat Commun	Item-level analyses reveal genetic heterogeneity in neuroticism.	Genome-wide association studies (GWAS) of psychological traits are generally conducted on (dichotomized) sums of items or symptoms (e.g., case-control status), and not on the individual items or symptoms themselves. We conduct large-scale GWAS on 12 neuroticism items and observe notable and replicable variation in genetic signal between items. Within samples, genetic correlations among the items range between 0.38 and 0.91 (mean r	2018	https://ncbi.nlm.nih.gov/pubmed/29500382
29403010	Nat Genet	Genetic analysis of quantitative traits in the Japanese population links cell types to complex human diseases.	Clinical measurements can be viewed as useful intermediate phenotypes to promote understanding of complex human diseases. To acquire comprehensive insights into the underlying genetics, here we conducted a genome-wide association study (GWAS) of 58 quantitative traits in 162,255 Japanese individuals. Overall, we identified 1,407 trait-associated loci (P < 5.0 × 10	2018	https://ncbi.nlm.nih.gov/pubmed/29403010
